"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 22 11:38:31 UTC 2026","Fri May 22 11:38:31 UTC 2026","18","tests.db","test_db_consistency","TestOrderDBConsistency","","","test_stock_decremented_after_order","Test that product stock is decremented in DB after order creation."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","6","tests.api","test_products","TestDeleteProduct","","","test_delete_nonexistent_product","Test DELETE /products/{id} with invalid id returns 404."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","13","tests.api","test_products","TestCreateProduct","","","test_create_product","Test POST /products/ creates product successfully."
"passed","Fri May 22 11:38:31 UTC 2026","Fri May 22 11:38:31 UTC 2026","10","tests.db","test_db_consistency","TestProductDBConsistency","","","test_deleted_product_removed_from_db","Test that a deleted product is removed from the database."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","12","tests.api","test_products","TestCreateProduct","","","test_create_product_parametrized[min_price]","Test creating products with various valid data combinations."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","18","tests.api","test_products","TestDeleteProduct","","","test_delete_product","Test DELETE /products/{id} removes product."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","6","tests.api","test_products","TestUpdateProduct","","","test_update_nonexistent_product","Test PUT /products/{id} with invalid id returns 404."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","3","tests.api","test_orders","TestCreateOrder","","","test_create_order_without_auth","Test POST /orders/ without auth returns 401."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","5","tests.api","test_auth","TestAuthLogin","","","test_login_nonexistent_user","Test login with non-existent user returns 401."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","5","tests.api","test_orders","TestGetOrders","","","test_get_my_orders","Test GET /orders/ returns current user's orders."
"passed","Fri May 22 11:38:31 UTC 2026","Fri May 22 11:38:31 UTC 2026","7","tests.db","test_db_consistency","TestOrderDBConsistency","","","test_order_stored_correctly_in_db","Test that an order created via API is stored correctly in DB."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","5","tests.api","test_orders","TestUpdateOrder","","","test_update_nonexistent_order","Test PUT /orders/{id} with invalid id returns 404."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","11","tests.api","test_orders","TestCreateOrder","","","test_create_order","Test POST /orders/ creates order successfully."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","2","tests.api","test_auth","TestAuthProtection","","","test_access_without_token","Test accessing protected endpoint without token returns 401."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","5","tests.api","test_orders","TestCreateOrder","","","test_create_order_insufficient_stock","Test POST /orders/ with quantity > stock returns 400."
"passed","Fri May 22 11:38:29 UTC 2026","Fri May 22 11:38:30 UTC 2026","294","tests.api","test_auth","TestAuthLogin","","","test_login_valid_credentials","Test login with valid credentials returns token."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","295","tests.api","test_auth","TestAuthLogin","","","test_login_wrong_password","Test login with wrong password returns 401."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","4","tests.api","test_products","TestGetProducts","","","test_get_product_by_id","Test GET /products/{id} returns correct product."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","3","tests.api","test_users","TestGetUsers","","","test_get_users_without_auth","Test GET /users/ without auth returns 401."
"passed","Fri May 22 11:38:29 UTC 2026","Fri May 22 11:38:29 UTC 2026","3","tests.api","test_auth","TestAuthRegister","","","test_register_invalid_email","Test registration with invalid email returns 422."
"passed","Fri May 22 11:38:29 UTC 2026","Fri May 22 11:38:29 UTC 2026","6","tests.api","test_auth","TestAuthRegister","","","test_register_duplicate_username","Test registration with existing username returns 400."
"passed","Fri May 22 11:38:30 UTC 2026","Fri May 22 11:38:30 UTC 2026","5","tests.api","test_users","TestUserResponseSchema","","","test_user_response_has_required_fields","Test user response contains all required fields."
